agent,model,resolution_status,debug_difficulty,instance_id,phases,link_to_graphectory
OpenHands,deepseek-v3,unsubmitted,15 min - 1 hour,sympy__sympy-23824,"L_6, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/sympy__sympy-23824/sympy__sympy-23824.pdf
OpenHands,deepseek-v3,unsubmitted,<15 min fix,django__django-11951,L_3,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/django__django-11951/django__django-11951.pdf
OpenHands,deepseek-v3,unsubmitted,<15 min fix,django__django-17087,"L_12, P_2, L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/django__django-17087/django__django-17087.pdf
OpenHands,deepseek-v3,unsubmitted,<15 min fix,psf__requests-1142,L_5,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/psf__requests-1142/psf__requests-1142.pdf
OpenHands,deepseek-v3,unsubmitted,<15 min fix,sympy__sympy-20916,L_2,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/sympy__sympy-20916/sympy__sympy-20916.pdf
OpenHands,deepseek-v3,unsubmitted,>4 hours,sphinx-doc__sphinx-7590,"L_17, P_3",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/deepseek-v3/sphinx-doc__sphinx-7590/sphinx-doc__sphinx-7590.pdf
OpenHands,devstral-small,resolved,15 min - 1 hour,django__django-7530,L_76,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-7530/django__django-7530.pdf
OpenHands,devstral-small,resolved,15 min - 1 hour,pytest-dev__pytest-7571,L_96,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/pytest-dev__pytest-7571/pytest-dev__pytest-7571.pdf
OpenHands,devstral-small,resolved,<15 min fix,pytest-dev__pytest-7982,L_76,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/pytest-dev__pytest-7982/pytest-dev__pytest-7982.pdf
OpenHands,devstral-small,unresolved,1-4 hours,django__django-12708,L_97,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-12708/django__django-12708.pdf
OpenHands,devstral-small,unresolved,1-4 hours,django__django-13212,"L_54, P_4, L_1, P_3, L_1, P_6, L_1, P_10, L_2, P_7, L_1, P_5, L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-13212/django__django-13212.pdf
OpenHands,devstral-small,unresolved,1-4 hours,django__django-13449,L_88,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-13449/django__django-13449.pdf
OpenHands,devstral-small,unresolved,1-4 hours,django__django-16263,L_98,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-16263/django__django-16263.pdf
OpenHands,devstral-small,unresolved,1-4 hours,sympy__sympy-12489,"L_37, P_1, L_1, P_1, L_2, P_2, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_1, L_2, P_1, L_1, P_1, L_1, P_3, L_1, P_1, L_1, P_1, L_2, P_6, L_3, P_3, L_4, P_1, L_5, P_1, L_1, P_1, L_1, P_1, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sympy__sympy-12489/sympy__sympy-12489.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-11734,L_89,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-11734/django__django-11734.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-11790,L_83,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-11790/django__django-11790.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-12406,L_98,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-12406/django__django-12406.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-12754,L_96,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-12754/django__django-12754.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-13121,L_97,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-13121/django__django-13121.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-14122,L_90,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-14122/django__django-14122.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-15732,L_97,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-15732/django__django-15732.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-15916,L_79,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-15916/django__django-15916.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-15973,"L_58, P_1, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_2, L_1, P_3, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_3, L_2, P_2, L_2, P_1, L_1, P_1, L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-15973/django__django-15973.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-16819,"L_82, P_2, L_1, P_3, L_2, P_2, L_1, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-16819/django__django-16819.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,django__django-16950,L_98,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-16950/django__django-16950.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,pytest-dev__pytest-7490,L_99,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/pytest-dev__pytest-7490/pytest-dev__pytest-7490.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,sphinx-doc__sphinx-11445,L_93,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sphinx-doc__sphinx-11445/sphinx-doc__sphinx-11445.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,sphinx-doc__sphinx-8638,L_96,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sphinx-doc__sphinx-8638/sphinx-doc__sphinx-8638.pdf
OpenHands,devstral-small,unresolved,15 min - 1 hour,sympy__sympy-13031,L_69,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sympy__sympy-13031/sympy__sympy-13031.pdf
OpenHands,devstral-small,unresolved,<15 min fix,django__django-13112,L_99,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-13112/django__django-13112.pdf
OpenHands,devstral-small,unresolved,<15 min fix,sphinx-doc__sphinx-10435,L_36,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sphinx-doc__sphinx-10435/sphinx-doc__sphinx-10435.pdf
OpenHands,devstral-small,unsubmitted,1-4 hours,django__django-14011,L_93,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-14011/django__django-14011.pdf
OpenHands,devstral-small,unsubmitted,15 min - 1 hour,django__django-12663,L_12,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/django__django-12663/django__django-12663.pdf
OpenHands,devstral-small,unsubmitted,15 min - 1 hour,sympy__sympy-22080,L_14,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/OpenHands/graphs/devstral-small/sympy__sympy-22080/sympy__sympy-22080.pdf
SWE-agent,claude-sonnet-4,resolved,15 min - 1 hour,sphinx-doc__sphinx-9673,"L_29, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-9673/sphinx-doc__sphinx-9673.pdf
SWE-agent,claude-sonnet-4,resolved,>4 hours,sympy__sympy-13878,"L_21, P_1, L_1, P_1, L_2, P_1, L_7, P_1, L_1, P_1, L_1, P_1, L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-13878/sympy__sympy-13878.pdf
SWE-agent,claude-sonnet-4,unresolved,1-4 hours,sphinx-doc__sphinx-9229,L_34,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-9229/sphinx-doc__sphinx-9229.pdf
SWE-agent,claude-sonnet-4,unresolved,1-4 hours,sphinx-doc__sphinx-9461,"L_37, P_1, L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-9461/sphinx-doc__sphinx-9461.pdf
SWE-agent,claude-sonnet-4,unresolved,1-4 hours,sympy__sympy-12489,"L_14, P_3, L_14, P_2, L_3, P_2, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-12489/sympy__sympy-12489.pdf
SWE-agent,claude-sonnet-4,unresolved,1-4 hours,sympy__sympy-14248,L_32,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-14248/sympy__sympy-14248.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,django__django-11211,L_30,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/django__django-11211/django__django-11211.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,django__django-13121,L_33,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/django__django-13121/django__django-13121.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,django__django-13513,L_31,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/django__django-13513/django__django-13513.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,matplotlib__matplotlib-25960,L_41,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/matplotlib__matplotlib-25960/matplotlib__matplotlib-25960.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sphinx-doc__sphinx-10614,L_27,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-10614/sphinx-doc__sphinx-10614.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sphinx-doc__sphinx-7985,L_25,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-7985/sphinx-doc__sphinx-7985.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sphinx-doc__sphinx-8056,L_36,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-8056/sphinx-doc__sphinx-8056.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sphinx-doc__sphinx-8265,L_38,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-8265/sphinx-doc__sphinx-8265.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sympy__sympy-13031,L_41,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-13031/sympy__sympy-13031.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sympy__sympy-19040,L_34,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-19040/sympy__sympy-19040.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sympy__sympy-21379,L_39,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-21379/sympy__sympy-21379.pdf
SWE-agent,claude-sonnet-4,unresolved,15 min - 1 hour,sympy__sympy-22080,L_31,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-22080/sympy__sympy-22080.pdf
SWE-agent,claude-sonnet-4,unresolved,<15 min fix,astropy__astropy-14309,L_7,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/astropy__astropy-14309/astropy__astropy-14309.pdf
SWE-agent,claude-sonnet-4,unresolved,<15 min fix,sphinx-doc__sphinx-7454,L_31,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-7454/sphinx-doc__sphinx-7454.pdf
SWE-agent,claude-sonnet-4,unresolved,<15 min fix,sphinx-doc__sphinx-9258,L_33,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sphinx-doc__sphinx-9258/sphinx-doc__sphinx-9258.pdf
SWE-agent,claude-sonnet-4,unresolved,<15 min fix,sympy__sympy-15345,L_41,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/claude-sonnet-4/sympy__sympy-15345/sympy__sympy-15345.pdf
SWE-agent,deepseek-r1-0528,resolved,1-4 hours,django__django-12708,"L_3, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12708/django__django-12708.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-11095,"L_4, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11095/django__django-11095.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-11790,"L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11790/django__django-11790.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-12039,"L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12039/django__django-12039.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-12050,"L_3, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12050/django__django-12050.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-12713,"L_4, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12713/django__django-12713.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-13516,"L_4, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13516/django__django-13516.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-13658,"L_2, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13658/django__django-13658.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-13810,"L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13810/django__django-13810.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-13820,"L_3, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13820/django__django-13820.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-15022,"L_3, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-15022/django__django-15022.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-15278,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-15278/django__django-15278.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-16493,"L_3, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16493/django__django-16493.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-16527,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16527/django__django-16527.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-16662,"L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16662/django__django-16662.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-16901,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16901/django__django-16901.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,django__django-7530,"L_5, P_3, L_1, P_1, L_1, P_1, L_1, P_1, L_1, P_3, L_1, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-7530/django__django-7530.pdf
SWE-agent,deepseek-r1-0528,resolved,15 min - 1 hour,sphinx-doc__sphinx-8120,"L_4, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sphinx-doc__sphinx-8120/sphinx-doc__sphinx-8120.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-10914,"L_3, P_1, L_3, P_3",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-10914/django__django-10914.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-11066,"L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11066/django__django-11066.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-11451,"L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11451/django__django-11451.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-11603,"L_2, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11603/django__django-11603.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-11880,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11880/django__django-11880.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-12419,"L_4, P_1, L_1, P_1, L_1, P_2, L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12419/django__django-12419.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-12741,"L_9, P_2, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-12741/django__django-12741.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-13363,"L_1, P_1, L_1, P_1, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13363/django__django-13363.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-13410,"L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13410/django__django-13410.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-13741,"L_3, P_1, L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13741/django__django-13741.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-13821,"L_5, P_1, L_2, P_1, L_5, P_1, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13821/django__django-13821.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-14765,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-14765/django__django-14765.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-15277,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-15277/django__django-15277.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-15569,"L_2, P_1, L_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-15569/django__django-15569.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16100,"L_5, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16100/django__django-16100.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16139,"L_3, P_1, L_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16139/django__django-16139.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16145,"L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16145/django__django-16145.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16255,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16255/django__django-16255.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16801,"L_3, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16801/django__django-16801.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-16899,"L_4, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-16899/django__django-16899.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,django__django-17029,"L_4, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-17029/django__django-17029.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,pytest-dev__pytest-6202,"L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/pytest-dev__pytest-6202/pytest-dev__pytest-6202.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,scikit-learn__scikit-learn-13496,"L_4, P_1, L_1, P_1, L_1, P_2, L_4",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/scikit-learn__scikit-learn-13496/scikit-learn__scikit-learn-13496.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,sphinx-doc__sphinx-8595,"L_3, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sphinx-doc__sphinx-8595/sphinx-doc__sphinx-8595.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,sphinx-doc__sphinx-8721,"L_1, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sphinx-doc__sphinx-8721/sphinx-doc__sphinx-8721.pdf
SWE-agent,deepseek-r1-0528,resolved,<15 min fix,sphinx-doc__sphinx-9711,"L_4, P_1, L_8, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sphinx-doc__sphinx-9711/sphinx-doc__sphinx-9711.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,astropy__astropy-13579,L_2,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/astropy__astropy-13579/astropy__astropy-13579.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,django__django-11400,"L_3, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-11400/django__django-11400.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,django__django-13449,"L_1, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-13449/django__django-13449.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,django__django-14007,L_1,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-14007/django__django-14007.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,django__django-14011,L_4,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-14011/django__django-14011.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,django__django-15268,"L_4, P_2, L_2, P_1",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/django__django-15268/django__django-15268.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,pylint-dev__pylint-8898,L_3,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/pylint-dev__pylint-8898/pylint-dev__pylint-8898.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,sphinx-doc__sphinx-8548,"L_10, P_2",https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sphinx-doc__sphinx-8548/sphinx-doc__sphinx-8548.pdf
SWE-agent,deepseek-r1-0528,unresolved,1-4 hours,sympy__sympy-14248,L_5,https://github.com/Intelligent-CAT-Lab/Graphectory/blob/application/data/SWE-agent/graphs/deepseek-r1-0528/sympy__sympy-14248/sympy__sympy-14248.pdf
